"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 19, 2013","1,373.60","1,368.10","1,372.70","1,348.10","0.20K","0.51%"
"Jun 18, 2013","1,366.60","1,383.10","1,383.50","1,363.00","0.35K","-1.17%"
"Jun 17, 2013","1,382.80","1,390.30","1,390.50","1,380.00","0.11K","-0.32%"
"Jun 14, 2013","1,387.30","1,383.90","1,389.60","1,377.80","0.09K","0.70%"
"Jun 13, 2013","1,377.60","1,386.80","1,390.90","1,373.40","0.46K","-1.02%"
"Jun 12, 2013","1,391.80","1,375.00","1,393.50","1,373.70","0.51K","1.07%"
"Jun 11, 2013","1,377.00","1,384.20","1,384.40","1,366.00","0.48K","-0.66%"
"Jun 10, 2013","1,386.20","1,378.80","1,386.90","1,375.60","0.37K","0.23%"
"Jun 07, 2013","1,383.00","1,411.50","1,416.40","1,377.90","1.16K","-2.31%"
"Jun 06, 2013","1,415.70","1,401.70","1,422.70","1,391.60","0.78K","1.24%"
"Jun 05, 2013","1,398.40","1,397.50","1,410.00","1,395.60","1.69K","0.09%"
"Jun 04, 2013","1,397.10","1,410.90","1,414.10","1,389.00","0.93K","-1.03%"
"Jun 03, 2013","1,411.70","1,389.10","1,416.30","1,388.30","1.42K","1.37%"
"May 31, 2013","1,392.60","1,412.40","1,421.10","1,384.20","6.00K","-1.34%"
"May 30, 2013","1,411.50","1,392.10","1,417.50","1,388.30","45.13K","1.45%"
"May 29, 2013","1,391.30","1,391.30","1,391.30","1,391.30","0.00K","0.88%"
"May 28, 2013","1,379.10","1,380.80","1,392.50","1,379.80","0.06K","-1.21%"
"May 27, 2013","1,395.95","1,385.95","1,396.15","1,384.15","-","0.66%"
"May 24, 2013","1,386.80","1,386.80","1,386.80","1,386.80","0.00K","-0.37%"
"May 23, 2013","1,392.00","1,380.60","1,394.80","1,377.80","0.06K","1.78%"
"May 22, 2013","1,367.60","1,387.20","1,395.70","1,364.50","0.01K","-0.74%"
"May 21, 2013","1,377.80","1,386.50","1,392.30","1,358.50","0.05K","-0.47%"
"May 20, 2013","1,384.30","1,342.90","1,391.90","1,342.90","0.02K","1.42%"
"May 17, 2013","1,364.90","1,386.70","1,391.10","1,359.10","0.05K","-1.60%"
"May 16, 2013","1,387.10","1,390.40","1,395.10","1,370.60","0.04K","-0.67%"
"May 15, 2013","1,396.50","1,425.70","1,425.70","1,390.10","0.36K","-1.98%"
"May 14, 2013","1,424.70","1,430.10","1,444.40","1,422.00","0.07K","-0.68%"
"May 13, 2013","1,434.50","1,440.00","1,440.60","1,427.80","0.34K","-0.16%"
"May 10, 2013","1,436.80","1,455.60","1,459.30","1,423.00","0.57K","-2.18%"
"May 09, 2013","1,468.80","1,471.20","1,473.40","1,453.00","0.03K","-0.35%"
"May 08, 2013","1,473.90","1,455.50","1,474.70","1,450.70","0.08K","1.72%"
"May 07, 2013","1,449.00","1,462.00","1,466.20","1,441.20","0.09K","-1.30%"
"May 06, 2013","1,468.10","1,468.10","1,477.20","1,466.80","0.03K","0.26%"
"May 03, 2013","1,464.30","1,465.50","1,487.10","1,461.40","0.07K","-0.23%"
"May 02, 2013","1,467.70","1,459.00","1,471.20","1,453.50","0.24K","1.48%"
"May 01, 2013","1,446.30","1,475.80","1,477.10","1,440.00","0.13K","-1.76%"
"Apr 30, 2013","1,472.20","1,471.10","1,476.60","1,461.00","0.53K","0.33%"
"Apr 29, 2013","1,467.40","1,462.70","1,475.50","1,462.30","0.27K","0.95%"
"Apr 26, 2013","1,453.60","1,467.40","1,480.00","1,451.40","0.63K","-0.56%"
"Apr 25, 2013","1,461.80","1,433.00","1,458.30","1,433.00","0.22K","2.70%"
"Apr 24, 2013","1,423.40","1,423.20","1,430.10","1,420.40","0.14K","1.05%"
"Apr 23, 2013","1,408.60","1,429.50","1,429.50","1,405.80","0.33K","-0.87%"
"Apr 22, 2013","1,421.00","1,406.80","1,434.90","1,406.80","0.07K","1.84%"
"Apr 19, 2013","1,395.30","1,419.30","1,420.30","1,395.10","0.24K","0.24%"
"Apr 18, 2013","1,392.00","1,347.50","1,396.40","1,347.50","0.06K","0.71%"
"Apr 17, 2013","1,382.20","1,373.20","1,394.20","1,370.20","0.09K","-0.33%"
"Apr 16, 2013","1,386.80","1,358.00","1,401.00","1,323.00","0.62K","1.93%"
"Apr 15, 2013","1,360.60","1,478.20","1,487.40","1,338.00","1.31K","-9.35%"
"Apr 12, 2013","1,501.00","1,560.80","1,560.80","1,480.20","0.88K","-4.05%"
"Apr 11, 2013","1,564.30","1,557.10","1,566.70","1,554.80","1.07K","0.39%"
"Apr 10, 2013","1,558.30","1,584.40","1,586.00","1,557.00","0.36K","-1.76%"
"Apr 09, 2013","1,586.20","1,571.60","1,589.30","1,570.00","0.22K","0.90%"
"Apr 08, 2013","1,572.00","1,575.80","1,580.60","1,567.60","0.10K","-0.22%"
"Apr 05, 2013","1,575.40","1,553.20","1,580.60","1,550.10","1.18K","1.52%"
"Apr 04, 2013","1,551.80","1,557.30","1,557.30","1,539.10","0.83K","-0.06%"
"Apr 03, 2013","1,552.80","1,575.70","1,576.40","1,549.20","2.17K","-1.42%"
"Apr 02, 2013","1,575.10","1,599.20","1,602.60","1,574.10","2.29K","-1.56%"
"Apr 01, 2013","1,600.00","1,596.80","1,600.50","1,594.80","0.69K","0.33%"
